url;status;redirects;final_url;time_ms;indexable;title;h1;canonical;meta_robots;x_robots_tag;content_type;size_bytes;issues;error
https://www.grandkuchnie.pl/;200;0;https://www.grandkuchnie.pl/;101;tak;Grand Kuchnie - Kuchnie na wymiar | Projektowanie, produkcja, montaż;Tworzymy eleganckie i praktyczne kuchnie na wymiar;https://www.grandkuchnie.pl/;index, follow, max-image-preview:large;;text/html;77755;tytuł >65 zn.;
https://www.grandkuchnie.pl/blog/;200;0;https://www.grandkuchnie.pl/blog/;63;tak;Blog kuchenny, poradnik o kuchniach | Grand Kuchnie - Porady i inspiracje;Porady i inspiracje;https://www.grandkuchnie.pl/blog/;index, follow, max-image-preview:large;;text/html;33012;tytuł >65 zn.;
https://www.grandkuchnie.pl/blog/ile-kosztuje-kuchnia-na-wymiar/;200;0;https://www.grandkuchnie.pl/blog/ile-kosztuje-kuchnia-na-wymiar/;87;tak;Cena kuchni na wymiar w 2026 roku – kompletny przewodnik cenowy | Grand Kuchnie;Cena kuchni na wymiar w 2026 roku – kompletny przewodnik cenowy;https://www.grandkuchnie.pl/blog/ile-kosztuje-kuchnia-na-wymiar/;index, follow, max-image-preview:large;;text/html;38502;tytuł >65 zn.;
https://www.grandkuchnie.pl/blog/jak-wybrac-material-na-fronty-kuchenne/;200;0;https://www.grandkuchnie.pl/blog/jak-wybrac-material-na-fronty-kuchenne/;83;tak;Jak wybrać materiał na fronty kuchenne? Kompletny poradnik | Grand Kuchnie;Jak wybrać materiał na fronty kuchenne? Kompletny poradnik;https://www.grandkuchnie.pl/blog/jak-wybrac-material-na-fronty-kuchenne/;index, follow, max-image-preview:large;;text/html;46666;tytuł >65 zn.;
https://www.grandkuchnie.pl/blog/kategoria/poradniki/;200;0;https://www.grandkuchnie.pl/blog/kategoria/poradniki/;84;tak;Poradniki | Blog Grand Kuchnie;Poradniki;https://www.grandkuchnie.pl/blog/kategoria/poradniki/;index, follow, max-image-preview:large;;text/html;23822;;
https://www.grandkuchnie.pl/blog/kategoria/trendy-w-kuchniach/;200;0;https://www.grandkuchnie.pl/blog/kategoria/trendy-w-kuchniach/;58;tak;Trendy w kuchniach | Blog Grand Kuchnie;Trendy w kuchniach;https://www.grandkuchnie.pl/blog/kategoria/trendy-w-kuchniach/;index, follow, max-image-preview:large;;text/html;20773;;
https://www.grandkuchnie.pl/blog/trendy-kuchenne-2026/;200;0;https://www.grandkuchnie.pl/blog/trendy-kuchenne-2026/;63;tak;Trendy kuchenne 2026 – kolory, materiały, style i technologie, które zdominują aranżacje | Grand Kuchnie;Trendy kuchenne 2026 – kolory, materiały, style i technologie, które zdominują aranżacje;https://www.grandkuchnie.pl/blog/trendy-kuchenne-2026/;index, follow, max-image-preview:large;;text/html;54083;tytuł >65 zn.;
https://www.grandkuchnie.pl/blog/trojkat-roboczy-ergonomiczna-kuchnia/;200;0;https://www.grandkuchnie.pl/blog/trojkat-roboczy-ergonomiczna-kuchnia/;82;tak;Trójkąt roboczy w kuchni – jak zaplanować ergonomiczną przestrzeń | Grand Kuchnie;Trójkąt roboczy w kuchni – jak zaplanować ergonomiczną przestrzeń;https://www.grandkuchnie.pl/blog/trojkat-roboczy-ergonomiczna-kuchnia/;index, follow, max-image-preview:large;;text/html;46849;tytuł >65 zn.;
https://www.grandkuchnie.pl/kontakt/;200;0;https://www.grandkuchnie.pl/kontakt/;65;tak;Kontakt | Grand Kuchnie - Darmowa wycena kuchni na wymiar;Uzyskaj darmową wycenę;https://www.grandkuchnie.pl/kontakt/;index, follow, max-image-preview:large;;text/html;31183;;
https://www.grandkuchnie.pl/miasto/bydgoszcz/;200;0;https://www.grandkuchnie.pl/miasto/bydgoszcz/;83;tak;Kuchnia na wymiar - Bydgoszcz | Projektowanie, montaż, produkcja na zamówienie;Kuchnia na wymiar - Bydgoszcz;https://www.grandkuchnie.pl/miasto/bydgoszcz/;index, follow, max-image-preview:large;;text/html;65644;tytuł >65 zn.;
